title,TMDB_ID,bechdel_pass,budget,revenue,primary_genre,popularity,year,language,runtime,TMDB_rating,votes,spoken_language,logbudget,logrevenue
In the Name of the Father,7984,fail,13000000,65796862,Drama,14.151,1993,English Language,133,7.9,1267,en,16.38045991542581,18.002082705188737
Indecent Proposal,4478,fail,38000000,266614059,Romance,18.511,1993,English Language,117,6.3,1036,en,17.45309671769066,19.40131269875208
The Joy Luck Club,19931,pass,11000000,32861136,Drama,9.692,1993,English Language,139,7.2,95,en,16.213405830762646,17.307801240882714
Jurassic Park,329,pass,63000000,920100000,Adventure,25.995,1993,English Language,127,7.9,12834,en,17.958645284355807,20.63999291775259
Last Action Hero,9593,fail,85000000,137298489,Adventure,15.745,1993,English Language,130,6.4,1955,en,18.258161814454592,18.73766786557932
Little Buddha,1689,fail,35000000,4858139,Drama,11.904,1993,English Language,140,6.3,300,en,17.37085861945369,15.396166000732698
Manhattan Murder Mystery,10440,pass,13500000,11285588,Comedy,9.273,1993,English Language,104,7.3,805,en,16.41820024340866,16.239037071439956
Mrs. Doubtfire,788,pass,25000000,441286195,Comedy,22.871,1993,English Language,125,7.2,4868,en,17.034386382832476,19.905204191176253
The Nightmare Before Christmas,9479,fail,24000000,75634409,Fantasy,105.401,1993,English Language,76,7.8,7157,en,16.99356438831222,18.14142188310511
Once Upon a Forest,33539,pass,13000000,6582052,Animation,7.374,1993,English Language,71,6.6,96,en,16.38045991542581,15.699857108788459
The Pelican Brief,9944,pass,45000000,195268056,Mystery,12.99,1993,English Language,141,6.5,1106,en,17.622173047734595,19.089883818720818
Philadelphia,9800,fail,26000000,206678440,Drama,15.966,1993,English Language,126,7.7,3281,en,17.073607095985757,19.146674713454637
The Piano,713,pass,7000000,40185556,Drama,11.888,1993,English Language,121,7.4,1019,en,15.761420707019587,17.5090181855417
Poetic Justice,8291,pass,14000000,27515786,Romance,11.039,1993,English Language,109,6.8,161,en,16.454567887579532,17.130270434304588
The Remains of the Day,1245,fail,11500000,23237911,Drama,9.978,1993,English Language,134,7.4,901,en,16.25785759333348,16.96129559778388
Rising Sun,7007,fail,40000000,107198790,Action,9.852,1993,English Language,125,6.1,546,en,17.50439001207821,18.49019551922384
Robin Hood: Men in Tights,8005,pass,20000000,35739755,Comedy,15.268,1993,English Language,104,6.6,1559,en,16.811242831518264,17.391774212607707
RoboCop 3,5550,pass,22000000,10696210,Action,14.623,1993,English Language,104,4.7,878,en,16.90655301132259,16.185400031079034
Ruby in Paradise,47889,pass,800000,1001437,Drama,2.617,1993,English Language,114,6.1,22,en,13.592367006650065,13.816946526467829
Schindler's List,424,pass,22000000,321365567,Drama,36.36,1993,English Language,195,8.6,12077,en,16.90655301132259,19.588089871116438
Sleepless in Seattle,858,fail,21000000,227799884,Comedy,13.39,1993,English Language,105,6.7,1741,en,16.860032995687696,19.243978099758614
Sliver,867,pass,40000000,116300000,Drama,15.748,1993,English Language,108,5.4,475,en,17.50439001207821,18.571683617488894
Super Mario Bros.,9607,pass,48000000,20915465,Adventure,15.342,1993,English Language,104,4.2,860,en,17.686711568872166,16.85599939545853
Tombstone,11969,pass,25000000,56505065,Western,39.963,1993,English Language,130,7.6,1454,en,17.034386382832476,17.849840838116403
True Romance,319,fail,12500000,12600000,Action,15.946,1993,English Language,120,7.6,1993,en,16.34123920227253,16.349207371921707
The Wedding Banquet,9261,pass,1000000,6933459,Comedy,7.216,1993,Foreign Language,109,7.2,139,zh,13.815510557964274,15.751869380839182
What's Eating Gilbert Grape,1587,pass,11000000,10032765,Romance,16.408,1993,English Language,118,7.7,2989,en,16.213405830762646,16.12136679492836
A Few Good Men,881,fail,40000000,243240178,Drama,19.042,1992,English Language,138,7.5,2545,en,17.50439001207821,19.30955990000345
A League of Their Own,11287,pass,40000000,132440069,Comedy,12.843,1992,English Language,128,7.2,1018,en,17.50439001207821,18.70164079163382
A River Runs Through It,293,fail,12000000,43440294,Drama,19.891,1992,English Language,123,7.1,745,en,16.300417207752275,17.586898001522854
Aladdin,420817,fail,183000000,1047612394,Adventure,84.278,2019,English Language,128,7.1,8197,en,19.024996710805695,20.76977950137932
Army of Darkness,766,fail,11000000,21502976,Fantasy,22.481,1992,English Language,81,7.3,2239,en,16.213405830762646,16.883701902123573
Basic Instinct,402,fail,49000000,352927224,Thriller,28.987,1992,English Language,127,6.8,2754,en,17.7073308560749,19.68177242933684
Batman Returns,364,fail,80000000,280000000,Action,29.855,1992,English Language,126,6.9,4887,en,18.197537192638155,19.450300161133523
Bitter Moon,10497,pass,5000000,1862805,Thriller,14.642,1992,English Language,139,7,475,en,15.424948470398375,14.437593974218172
The Bodyguard,619,fail,25000000,411006740,Thriller,21.164,1992,English Language,129,6.6,2191,en,17.034386382832476,19.83412017135281
Boomerang,11066,pass,40000000,70100000,Comedy,13.943,1992,English Language,117,5.6,420,en,17.50439001207821,18.065433352004817
Buffy the Vampire Slayer,10206,pass,7000000,16624456,Action,12.649,1992,English Language,86,5.6,585,en,15.761420707019587,16.62638542216631
Candyman,565028,pass,25000000,77389310,Horror,139.122,2021,English Language,91,6.3,627,en,17.034386382832476,18.16435921532629
Chaplin,10435,fail,31000000,9493259,Drama,12.401,1992,English Language,143,7.5,748,en,17.24949776244942,16.066092525753106
The Crying Game,11386,fail,3705538,62548947,Crime,10.986,1992,English Language,112,6.9,528,en,15.125339015347281,17.951459960203117
Death Becomes Her,9374,pass,55000000,149022650,Comedy,15.102,1992,English Language,104,6.7,1935,en,17.822843743196746,18.81960886577968
El Mariachi,9367,fail,220000,2040920,Action,13.583,1992,Foreign Language,81,6.7,808,es,12.301382825334498,14.528911244551463
FernGully: The Last Rainforest,13225,pass,24000000,32710894,Family,12.826,1992,English Language,76,6.3,429,en,16.99356438831222,17.303218730232487
Glengarry Glen Ross,9504,fail,12500000,10725228,Crime,11.43,1992,English Language,100,7.4,908,en,16.34123920227253,16.18810928129365
Hellraiser III: Hell on Earth,11569,pass,5000000,12534961,Horror,16.372,1992,English Language,93,5.7,498,en,15.424948470398375,16.3440321782813
Home Alone 2: Lost in New York,772,pass,18000000,358994850,Comedy,160.381,1992,English Language,120,6.7,7329,en,16.70588231586044,19.698818600945756
Howards End,8293,pass,8000000,26126837,Drama,10.363,1992,English Language,142,7.1,354,en,15.89495209964411,17.078473581566683
The Last of the Mohicans,9361,fail,40000000,75505856,Action,17.216,1992,English Language,112,7.4,2235,en,17.50439001207821,18.139720774125312
The Lawnmower Man,10163,fail,10000000,32100816,SciFi,11.067,1992,English Language,108,5.5,528,en,16.11809565095832,17.284392008337896
Malcolm X,1883,pass,34000000,48169908,Drama,15.431,1992,English Language,202,7.5,1183,en,17.341871082580436,17.69024506870215
The Mighty Ducks,10414,fail,10000000,50752337,Comedy,12.479,1992,English Language,101,6.6,634,en,16.11809565095832,17.74246822408702
My Cousin Vinny,10377,fail,11000000,64088552,Comedy,12.901,1992,English Language,120,7.5,1031,en,16.213405830762646,17.975776309996906
Orlando,9300,fail,4000000,5377643,Drama,9.045,1992,English Language,90,7,201,en,15.201804919084164,15.497760732053113
Passenger 57,10538,fail,15000000,44065653,Action,18.117,1992,English Language,84,5.9,739,en,16.523560759066484,17.601191193423457
Passion Fish,41768,pass,5000000,4814619,Drama,4.49,1992,English Language,135,6.9,28,en,15.424948470398375,15.387167472357742
The Player,10403,pass,8000000,21706101,Comedy,10.455,1992,English Language,124,7.2,540,en,15.89495209964411,16.893103931068584
Reservoir Dogs,500,fail,1200000,2859750,Crime,27.072,1992,English Language,99,8.2,11221,en,13.997832114758229,14.86624476638792
Scent of a Woman,9475,fail,31000000,134095253,Drama,19.165,1992,English Language,156,7.7,2361,en,17.24949776244942,18.714060948669346
Single White Female,9605,pass,16000000,48017402,Thriller,11.134,1992,English Language,107,6.4,431,en,16.588099280204055,17.687074044836482
Split Second,13006,fail,7000000,5430822,Horror,11.503,1992,English Language,90,6,192,en,15.761420707019587,15.507601061668607
Stay Tuned,23939,fail,25000000,10736401,Comedy,7.294,1992,English Language,87,6,114,en,17.034386382832476,16.189150488464772
Strictly Ballroom,10409,fail,3000000,33946224,Comedy,13.521,1992,English Language,94,6.6,244,en,14.914122846632385,17.34028818339745
Unforgiven,33,pass,14400000,159157447,Western,23.418,1992,English Language,130,7.9,3168,en,16.48273876454623,18.885404502931923
Wayne's World,8872,fail,20000000,183097323,Comedy,12.692,1992,English Language,95,6.7,1697,en,16.811242831518264,19.025528389111862
Barton Fink,290,fail,9000000,6153939,Comedy,11.146,1991,English Language,117,7.5,1231,en,16.012735135300492,15.632602922562803
Beauty and the Beast,10020,pass,25000000,424967620,Romance,75.589,1991,English Language,84,7.7,8060,en,17.034386382832476,19.867523535750927
Black Robe,41784,fail,11000000,8211952,Adventure,8.762,1991,English Language,101,6.8,64,en,16.213405830762646,15.921101211999154
Boyz n the Hood,650,fail,6500000,57504069,Drama,26.233,1991,English Language,112,7.6,1321,en,15.687312734865866,17.86736626848123
Cape Fear,1598,pass,35000000,182300000,Thriller,18.028,1991,English Language,128,7.3,2450,en,17.37085861945369,19.02116423964889
Child's Play 3,11187,fail,13000000,20560255,Horror,77.05,1991,English Language,90,5.9,1082,en,16.38045991542581,16.83887040119806
City Slickers,1406,pass,27000000,179033791,Comedy,10.857,1991,English Language,114,6.4,564,en,17.111347423968603,19.003085122525295
Closet Land,58648,fail,4000000,259012,Drama,2.139,1991,English Language,94,6.8,28,en,15.201804919084164,12.464629671654711
Dick Tracy,8592,fail,47000000,103738726,Adventure,11.527,1990,English Language,105,6.1,703,en,17.665658159674333,18.457386046110365
Doc Hollywood,11821,fail,20000000,54830779,Comedy,11.258,1991,English Language,104,6.3,456,en,16.811242831518264,17.819762254829914
Don't Tell Mom the Babysitter's Dead,15413,pass,10000000,25196249,Comedy,11.281,1991,English Language,105,6.1,308,en,16.11809565095832,17.04220569219616
Double Impact,9594,fail,15000000,30102717,Thriller,33.411,1991,English Language,110,6,731,en,16.523560759066484,17.220125991426123
The Fisher King,177,pass,24000000,41895491,Comedy,10.025,1991,English Language,138,7.3,981,en,16.99356438831222,17.550688765736478
Frankie and Johnny,3784,fail,29000000,22773535,Drama,9.458,1991,English Language,118,6.7,409,en,17.182806387950748,16.941109674123688
Freddy's Dead: The Final Nightmare,11284,fail,11000000,34872033,Horror,35.255,1991,English Language,89,5.3,918,en,16.213405830762646,17.367195719217882
Fried Green Tomatoes,1633,pass,11000000,119418501,Drama,11.578,1991,English Language,130,7.7,999,en,16.213405830762646,18.598144696668047
Hook,879,fail,70000000,300855000,Adventure,38.572,1991,English Language,142,6.8,4240,en,18.064005800013632,19.522138979070395
Hot Shots!,9595,fail,26000000,181096164,Action,23.846,1991,English Language,84,6.6,1564,en,17.073607095985757,19.01453874096172
Hudson Hawk,9292,pass,65000000,17218080,Action,11.332,1991,English Language,100,5.7,730,en,17.98989782785991,16.661470552489625
JFK,820,pass,40000000,205405498,Drama,17.03,1991,English Language,189,7.6,1515,en,17.50439001207821,19.140496622383843
The Last Boy Scout,9319,pass,29000000,59509925,Action,26.392,1991,English Language,105,6.8,1335,en,17.182806387950748,17.901653663327853
My Girl,4032,pass,17000000,59489799,Comedy,26.004,1991,English Language,103,7.4,1586,en,16.64872390202049,17.901315410439267
My Own Private Idaho,468,fail,2500000,6401336,Drama,11.334,1991,English Language,104,7.1,833,en,14.73180128983843,15.67201727654465
Night on Earth,339,pass,3500000,2015810,Comedy,10.234,1991,English Language,128,7.6,583,en,15.068273526459642,14.516531657700215
Point Break,257088,fail,105000000,133718711,Action,28.599,2015,English Language,114,5.9,1892,en,18.469470908121796,18.71124897992439
Robin Hood,20662,fail,200000000,321669741,Adventure,68.676,2010,English Language,140,6.4,3650,en,19.11382792451231,19.58903592810243
Robin Hood: Prince of Thieves,8367,pass,48000000,390493908,Action,17.767,1991,English Language,143,6.8,2484,en,17.686711568872166,19.782922926610162
The Rocketeer,10249,fail,42000000,46704056,Action,11.187,1991,English Language,108,6.5,670,en,17.553180176247643,17.65934157111608
Shakes the Clown,26291,pass,1400000,115103,Comedy,4.166,1991,English Language,87,5.6,50,en,14.151982794585487,11.653582658662227
The Silence of the Lambs,274,pass,19000000,272742922,Crime,10.548,1991,English Language,119,8.3,12627,en,16.759949537130716,19.42404023183661
Slacker,14022,pass,23000,1228108,Comedy,5.182,1991,English Language,97,6.7,207,en,10.043249494911286,14.020985331704773
Star Trek VI: The Undiscovered Country,174,fail,27000000,96900000,SciFi,9.83,1991,English Language,113,7,919,en,17.111347423968603,18.389190076860995
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,pass,25000000,78656813,SciFi,18.055,1991,English Language,88,6.1,794,en,17.034386382832476,18.1806048080017
What About Bob?,10276,fail,35000000,63710000,Comedy,9.518,1991,English Language,100,6.8,618,en,17.37085861945369,17.969852094092673
